X,Y,Means
670,270,3.115
670,280,3.1685
670,290,3.207
680,50,0.81132
680,60,0.877
680,70,0.9498
680,80,1.0298
680,90,1.1172
680,100,1.2117
680,110,1.3132
680,120,1.4211
680,130,1.535
680,140,1.654
680,150,1.7774
680,160,1.9039
680,170,2.0325
680,180,2.1619
680,190,2.2905
680,200,2.4168
680,210,2.5394
680,220,2.6566
680,230,2.7668
680,240,2.8684
680,250,2.9599
680,260,3.0399
680,270,3.1071
680,280,3.1603
680,290,3.1986
690,50,0.80056
690,60,0.86604
690,70,0.93862
690,80,1.0184
690,90,1.1055
690,100,1.1997
690,110,1.3008
690,120,1.4084
690,130,1.5219
690,140,1.6405
690,150,1.7633
690,160,1.8894
690,170,2.0175
690,180,2.1463
690,190,2.2743
690,200,2.4001
690,210,2.5221
690,220,2.6388
690,230,2.7484
690,240,2.8495
690,250,2.9406
690,260,3.0202
690,270,3.0871
690,280,3.1401
690,290,3.1782
700,50,0.78562
700,60,0.85059
700,70,0.9226
700,80,1.0018
700,90,1.0882
700,100,1.1818
700,110,1.2821
700,120,1.3889
700,130,1.5015
700,140,1.6192
700,150,1.7412
700,160,1.8663
700,170,1.9934
700,180,2.1212
700,190,2.2483
700,200,2.3732
700,210,2.4943
700,220,2.6101
700,230,2.719
700,240,2.8194
700,250,2.9098
700,260,2.9889
700,270,3.0553
700,280,3.108
700,290,3.1461
710,50,0.76665
710,60,0.83079
710,70,0.90191
710,80,0.98016
710,90,1.0656
710,100,1.158
710,110,1.2572
710,120,1.3628
710,130,1.4741
710,140,1.5906
710,150,1.7112
710,160,1.835
710,170,1.9607
710,180,2.0871
710,190,2.2129
710,200,2.3365
710,210,2.4563
710,220,2.571
710,230,2.6788
710,240,2.7782
710,250,2.8678
710,260,2.9462
710,270,3.0122
710,280,3.0646
710,290,3.1026
